"pronoun"	"verb"	"context"	"filename"
"3695"	"I"	"disagree"	" ``There's a large constituency that still does want to send money to their families, who wants to travel to Cuba, and at the White House there wasn't somebody there who said, `I'm sorry, I disagree,' '' said Lisandro Perez, director of the Cuban Research Institute at Florida International University. ``These are usually newer immigrants who don't have the power or the money to be in political circles.'' </P> "	"nyt_eng_199408.gz"
"7607"	"I"	"disagree"	" ``It would appear that Ms. Brown thinks that it's more important to fight for services for illegal immigrants than to fight for California's taxpayers. Well, I disagree,'' Wilson said. </P> "	"nyt_eng_199410.gz"
"7905"	"they"	"disagree"	" ``She doesn't belong to anybody but the people of Texas. That includes the president of the United States. If they disagree, they disagree. If she and the Democrats disagree, they disagree,'' Perot said. </P> "	"nyt_eng_199411.gz"
"7908"	"they"	"disagree"	" ``She doesn't belong to anybody but the people of Texas. That includes the president of the United States. If they disagree, they disagree. If she and the Democrats disagree, they disagree,'' Perot said. </P> "	"nyt_eng_199411.gz"
"8637"	"I"	"disagree"	" ``With all due respect to Kurt, I disagree,'' he said. ``It's very difficult for one person to make another person do anything, and regardless of all the things that are said about motivating factors, you motivate yourself. </P> "	"nyt_eng_199411.gz"
"23210"	"I"	"disagree"	" ``We're not saying it's a flawless system, but as far as the general statement that the VA is being mis-run and wasteful, I disagree,'' said James Magill of the Veterans of Foreign Wars (VFW). </P> "	"nyt_eng_199505.gz"
"79656"	"I"	"disagree"	" ``Although many contend that these objectives are in conflict, I disagree,'' Jordan said in remarks prepared for delivery to the Mexican Institute of Financial Executives' annual conference here. ``It's false to conclude that a trade-off exists between price stability and jobs creation.'' </P> "	"nyt_eng_199611.gz"
"79657"	"I"	"disagree"	" ``Although many contend that these objectives are in conflict, I disagree,'' Jordan said in remarks prepared for delivery to the Mexican Institute of Financial Executives' annual conference here. ``It's false to conclude that a trade-off exists between price stability and jobs creation.'' </P> "	"nyt_eng_199611.gz"
"79668"	"I"	"disagree"	" ``Although many contend that these objectives are in conflict, I disagree,'' Jordan said in remarks prepared for delivery to the Mexican Institute of Financial Executives' annual conference here. ``It's false to conclude that a trade-off exists between price stability and jobs creation.'' </P> "	"nyt_eng_199611.gz"
"79669"	"I"	"disagree"	" ``Although many contend that these objectives are in conflict, I disagree,'' Jordan said in remarks prepared for delivery to the Mexican Institute of Financial Executives' annual conference here. ``It's false to conclude that a trade-off exists between price stability and jobs creation.'' </P> "	"nyt_eng_199611.gz"
