"pronoun"	"verb"	"context"	"filename"
"6251"	"she"	"decides"	" Then it jumps ahead to Miami today. Ray is lonely, but determined to turn down the sultry-voiced May's job. Like the Little Red Hen, she decides, very well, she'll do it herself. She sidles up to Tomas (Eric Roberts), part of the Cuban-American Leon family and one of her parents' murderers. Ray has to save her, and by a miraculous movie coincidence it turns out that Ned is working for the Leons. </P> "	"nyt_eng_199410.gz"
"6255"	"she"	"decides"	" Then it jumps ahead to Miami today. Ray is lonely, but determined to turn down the sultry-voiced May's job. Like the Little Red Hen, she decides, very well, she'll do it herself. She sidles up to Tomas (Eric Roberts), part of the Cuban-American Leon family and one of her parents' murderers. Ray has to save her, and by a miraculous movie coincidence it turns out that Ned is working for the Leons. </P> "	"nyt_eng_199410.gz"
"18459"	"he"	"decides"	" Ike's position is to let the Russians take Berlin. He fears too much American blood would be spilled in an attack on the German capital. The British and the Americans, he decides, should: </P> "	"nyt_eng_199504.gz"
"23347"	"she"	"decides"	" Allende risks her own life over and over again to hide the dissidents in her house or drive them in her own car to safe houses. Finally, she is forced to consider her own safety and that of her husband and two young children. They must leave their country, she decides, and start anew. </P> "	"nyt_eng_199505.gz"
"35012"	"she"	"decides"	" Although she is a celebrity only in her fantasies, Suzanne realizes not long after the murder that notoriety could change all that. Better to be Susan Smith or Amy Fisher than nothing, she decides, dazzled by the glare of approaching television lights. </P> "	"nyt_eng_199509.gz"
"58056"	"she"	"decides"	" She looks forward to classes starting soon that will lead to a master's degree in community development. Her thesis project, she decides, will be the development of the vacant lot across the street into stores and apartments. For years she has worked with the nonprofit Peoplestown community development corporation to get a city grant to help buy the vacant lot. Ground may be broken before the Olympics. </P> "	"nyt_eng_199605.gz"
"58057"	"she"	"decides"	" She looks forward to classes starting soon that will lead to a master's degree in community development. Her thesis project, she decides, will be the development of the vacant lot across the street into stores and apartments. For years she has worked with the nonprofit Peoplestown community development corporation to get a city grant to help buy the vacant lot. Ground may be broken before the Olympics. </P> "	"nyt_eng_199605.gz"
"80188"	"he"	"decides"	" Schonfeld says children of this age most want to do what they think you want them to. ``A child asks, `Will there be a Christmas this year?' When you start to cry, he decides, `I upset Dad,' and tells you: `I don't want to do Christmas.' It's not that he doesn't want to, rather that he thinks you don't want to.'' Schonfeld reiterates how important it is not to leave your moods open to interpretation. </P> "	"nyt_eng_199612.gz"
"97734"	"he"	"decides"	" It's fate, he decides, ready to toss away his long-term relationship for love at first sight. She decides to push the limits of destiny in a series of silly tests, as if searching for some mystic proof, and the weave of true love snags on the corner of real-life complications. </P> "	"nyt_eng_200110.gz"
"132974"	"he"	"decides"	" Simon Beins pauses beneath the awning of Hooters in downtown Atlanta. This, he decides, will be the perfect place to play guitar and pick up a few bucks. </P> "	"nyt_eng_200212.gz"
"136497"	"he"	"decides"	" Baluchi's eyes light up again. It is OK to tell about the flogging and jail, he decides, because he can never go home anyway. He is a good person, and America is about liberty. ``No deported,'' he declares. ``I like free.'' </P> "	"nyt_eng_200301.gz"
"141710"	"she"	"decides"	" In a room too crowded to be cooled by fans, she sits down with intake specialist Irma Lorenzo from the Sarasota Housing Authority. That will be their next home, she decides, on little more than a whim. </P> "	"nyt_eng_200408.gz"
"153887"	"she"	"decides"	" And, finally, she decides, she needs to drop math until she can find a way to make it work for her. </P> "	"nyt_eng_200506.gz"
