"pronoun"	"verb"	"context"	"filename"
"5030"	"he"	"ruled"	" The polygraph results could not be admitted during the guilt-or-innocence phase of Rupe's trial, Zilly said, but different rules apply in the penalty phase. Thus, he ruled, they were excluded improperly and Rupe's sentence had to be overturned. </P> "	"nyt_eng_199409.gz"
"9666"	"he"	"ruled"	" The American Horse Shows Association, he ruled, had acted in an ``arbitrary and capricious'' manner when it suspended one of the nation's leading equestrian competitors without giving him a fair chance to refute charges that he participated in a plot to kill a horse for $250,000 in insurance money. </P> "	"nyt_eng_199412.gz"
"9727"	"he"	"ruled"	" The fault lay with the county, he ruled, for failing during the 50 years the airport has been in use to obtain the property rights needed to operate it. </P> "	"nyt_eng_199412.gz"
"15992"	"he"	"ruled"	" Therefore, he ruled, regulations on human research made by the Commissioner of Mental Health were ``invalid and unenforceable.'' </P> "	"nyt_eng_199503.gz"
"20632"	"he"	"ruled"	" Because he had previously won the committee's unanimous consent to complete action without delay, he ruled, no vote was necessary. </P> "	"nyt_eng_199504.gz"
"33181"	"he"	"ruled"	" Judge Lance Ito ruled on Thursday that Mark Fuhrman need not invoke his Fifth Amendment privilege against self-incrimination once again, this time before jurors in the O.J. Simpson case. Nor, he ruled, should jurors be told that Fuhrman had already done so outside their presence. </P> "	"nyt_eng_199509.gz"
"33215"	"he"	"ruled"	" ``I'm glad to see it's there. It's a little late. It would have been nice to see a press conference a couple of weeks ago,'' Williams said. </P> </TEXT> </DOC> <DOC id=NYT_ENG_19950908.0031 type=advis > <DATELINE>  (PM-NYT-BUDGET) </DATELINE> <TEXT> (lh)  Here are the top stories from The New York Times News Service report for PMs Thursday, Sept. 8.  The PMs news desk, (212) 556-1927, opens at 7 a.m. ET. To get story repeats before this hour, call (212) 621-1595 for reruns on AP DataFeatures or (214) 980-8305 or 8306 for repeats on UPI DataNews.  ART ADV: Graphics and photos have been sent, as indicated below, to NYT graphic and photo subscribers. Clients needing retransmissions or information, or non-subscribers seeking to arrange individual purchases, should call (212) 556-4204.  NATIONAL _ GENERAL  (Moved in `w' category)  PACKWOOD-ETHICS (Washington) _ As his colleagues watched grimly, Sen. Bob Packwood resigned Thursday, hours after the Ethics Committee released a 10-volume report, much of it in his own hand, of his personal and official conduct. By Katharine Q. Seelye.  PACKWOOD-TEXT (Washington) _ Packwood's diaries were transcribed from recordings he dictated for virtually every day since 1969. They comprise 8,000 single-spaced pages that describe every aspect of his life, from his handling of his election campaigns and pressing national issues to his sexual exploits with staff members and even an experiment with blow-drying his hair. (With graphic.)  (Moved in `a' category)  SIMPSON-TRIAL (Los Angeles) _ Judge Lance Ito ruled on Thursday that Mark Fuhrman need not invoke his Fifth Amendment privilege against self-incrimination once again, this time before jurors in the O.J. Simpson case. Nor, he ruled, should jurors be told that Fuhrman had already done so outside their presence. But what Ito proposed to let jurors infer from Fuhrman's sudden absence from a case he has dominated for weeks outraged prosecutors, who immediately announced that they would appeal his ruling. By David Margolick.  SHUTTLE (Cape Canaveral, Fla.) _ After more than a month of delays, the space shuttle Endeavour finally got off the ground Thursday, carrying five astronauts on an 11-day mission to study the sun, experiment with vacuum-produced electronic materials and test new pressure suits on a six-hour spacewalk. By John Noble Wilford.  CHRISTIAN-COALITION (Washington) _ The typical member of the Christian Coalition, the largest organization of religious conservatives in America, is a married white woman, at least 55 years old, and more concerned about the moral decay of the nation than about any single issue, like abortion, according to the first extensive poll of its membership. By Richard L. Berke. (With graphic.)  KIDS-CRIME (Undated) _ If current trends continue, the number of arrests of juveniles for violent crimes will double by the year 2010, the Justice Department said Thursday in the most comprehensive report ever assembled on crimes committed by young people. By Fox Butterfield. (With graphic.)  SANTA-FE-SLUMP (Santa Fe, N.M.) _ On Friday night, thousands will gather here to watch the burning of Zozobra, a 40-foot-high puppet popularly known as Old Man Gloom. As the flames rise to engulf the monster, it will groan in agony, flailing its giant arms. And the audience will cheer as the year's accumulation of fears and anxieties is carried away, or so the legend goes. This year, the flames will have to burn especially bright to exorcize some of Santa Fe's demons. By George Johnson.  STROKE-DRUGS (Washington) _ Many doctors are underusing a proven drug therapy that could prevent 40,000 strokes a year, a government-backed study said Thursday. By Warren E. Leary.  NY-SCHOOLS (New York) _ New York City's public school students returned to their desks Thursday to find their classes larger and their principals more beleaguered, while far off at City Hall and at Board of Education headquarters in Brooklyn, the quarreling continued over how much it really should cost to run the nation's largest school system. By Jacques Steinberg. (With photo.)  BRIDGEPORT-MOON (Bridgeport, Conn.) _ The Rev. Sun Myung Moon received an honorary degree Thursday from the University of Bridgeport, which he effectively took over three years ago. By Joseph Berger. (With photo.)  DEADBEAT-DAD'S-EXWIFE (New York) _ Strangers cheer woman whose ex-husband was jailed for nonpayment. By George James. (With photo.)  INTERNATIONAL  (Moved in `i' category)  YUGOSLAVIA-SERBS-ASSESS (Belgrade, Yugoslavia) _ This week, Gen. Rakto Mladic, the commander of the Bosnian Serbs, accused NATO of attacking the Serbs in a more brutal way than Hitler. The reference to Hitler by Mladic underscores the way in which the Serbs' war-ravaged history, marked at times by stoical heroism, and their contribution to Allied victories in two world wars, has been repeatedly invoked by political and military leaders during the present conflict to reinforce a conviction that the Serbs have been misunderstood and mistreated. By Roger Cohen. (With graphic.)  YUGOSLAVIA-PALE (Pale, Bosnia-Herzegovina) _ A minute before NATO jets flashed in over the mountaintops on Thursday to attack an ammunition dump about two miles from his home, Milenko Petrovic, a factory worker, was explaining why the Bosnian Serbs refuse to withdraw their artillery from around Sarajevo: ``It is more honorable to be bombed by a great power like America than slaughtered by the Turks.'' By Mike O'Connor.  HURRICANE-LUIS (Simpson Bay, St. Maarten) _ Widespread looting, which the police and military authorities have permitted with little resistance since the hurricane blew through on Tuesday night and Wednesday morning, seems to be the least of the problems in what was once a jewel of the Caribbean. By Kevin Sack. (With graphic.)  TAHITI-RIOTS (Papeete, Tahiti) _ Hundreds of anti-French Tahitian demonstrators rampaged overnight through the streets of Papeete, the capital of French Polynesia, setting parts of the city on fire after gutting the main passenger terminal at Tahiti's international airport. By Philip Shenon. (With graphic.)  RUSSIA-VERITAS (Moscow) _ Maksim Bykovsky, a graduate student and businessman, rose slowly to his feet, a full glass of vodka in his hand. It was time for the third toast _ to the dead, he thought, but wasn't sure. He'd had a bit too much to drink already, and the party in his apartment here was just getting under way. Confusion is common on the complicated etiquette of how to drink and toast in Russia. By Steven Erlanger. (With photo.)  CHINA-HILLARY (Ulan Bator, Mongolia) _ Flying from China into this grassy, sparsely populated country, Hillary Rodham Clinton might have been forgiven on Thursday for feeling as though she had passed through a looking glass. By Seth Faison.  BUSINESS DAY  (Moved in `f' category)  BUSINESS-SPEAKERS (Undated) _ The number of business and trade conferences is growing, more people are becoming speakers, and fees are rising. While few industrywide numbers are available, most speakers bureaus _ companies that provide speakers to banquets, conferences and other corporate events _ report revenue growth of around 20 percent a year. By Leslie Wayne. (With graphic and photo.)  KENNEDY-MAGAZINE (New York) _ There it was at last _ a huge blowup of the first cover of John F. Kennedy Jr.'s his new magazine, George. It features supermodel Cindy Crawford, resplendent as George Washington, sporting a powdered wig, a Revolutionary War uniform _ and a bare midriff. By Deirdre Carmody. (With photo.)  ANTACID-AD-WARS (Undated) _ Forget spicy meatballs, ``excess stomach acid,'' and how to spell relief. The campaign to calm your insides is beginning in earnest. By Milt Freudenheim. (With photo.)  PRIVATE-INDEX (Washington) _ In what is thought to be the first privatization of a government statistical series, the Conference Board will assume custody of the Leading Economic Index and two companion business-cycle gauges, the Commerce Department announced Thursday. By Robert D. Hershey Jr.  CULTURE  (Moved in `e' category)  MET-RENOVATION (New York) _ For a year, the Metropolitan Museum of Art did a good imitation of one of its Italian counterparts with a big ``in restauro'' sign at the top of the grand staircase: the entrance to the Met's European paintings galleries was boarded up and visitors who climbed the stairs to see Old Masters had to detour around the first gallery, where large pictures by the great 18th-century Venetian painter Giovanni Battista Tiepolo were hung. By Michael Kimmelman. (With photo.)  SPORTS  (Moved in `s' category)  BKN-KNICKS-RILEY (Undated) _ Book is closed on the Riley soap opera. By Mike Wise.  BKN-LABOR (Undated) _ Union's strategy had dual purpose. By Murray Chass.  TEN-U.S-OPEN (New York) _ Sampras serves up a flawless performance. By Robin Finn.  BBO-RIPKEN (Baltimore) _ Ripken shares day off with city. By Claire Smith.  FBN-MATCHUPS _ NFL matchups for Week 2. By Timothy W. Smith. (With graphic.)  BBO-TV-SPORTS (Undated) _ Ripken stats: 2,131 not the only significant number. By Richard Sandomir. (With photo.)  TEN-VECSEY-COLUMN (New York) _ As Monica would say, `Like wow!' By George Vecsey.  OPINION _ COMMENTARY  (Moved in `k' category)  LEWIS-COLUMN (Undated) _ Time for tenacity in Bosnia. By Anthony Lewis.  ROSENTHAL-COLUMN (Undated) _ Bill Clinton's peace plan. By A.M. Rosenthal.  HERBERT-COLUMN (Undated) _ No justice without integrity. By Bob Herbert.  OBITUARIES  (Moved in `a' category)  MATHIS-OBIT _ Buster Mathis, 51: Heavyweight boxer.  BYRNES-OBIT _ Donald Byrnes, 69: Evenflo executive.  The N.Y. Times News Service. </TEXT> </DOC> <DOC id=NYT_ENG_19950908.0032 type=story > <HEADLINE> RANGERS SHOULD MAKE SURE THEY KEEP NIXON </HEADLINE> <DATELINE>  (BC-BBA-SULLIVAN-TEX) </DATELINE> <TEXT> "	"nyt_eng_199509.gz"
"53655"	"he"	"ruled"	" In a decision last January, Baer threw out a conviction in which police had seized nearly 80 pounds of cocaine and heroin from a car. The police had no probable cause to conduct the search, he ruled, although they saw four men place duffle bags in a car and then scatter at the sight of the officers. </P> "	"nyt_eng_199603.gz"
"53656"	"he"	"ruled"	" In a decision last January, Baer threw out a conviction in which police had seized nearly 80 pounds of cocaine and heroin from a car. The police had no probable cause to conduct the search, he ruled, although they saw four men place duffle bags in a car and then scatter at the sight of the officers. </P> "	"nyt_eng_199603.gz"
"53701"	"he"	"ruled"	" In a decision last January, Baer threw out a conviction in which police had seized nearly 80 pounds of cocaine and heroin from a car. The police had no probable cause to conduct the search, he ruled, although they saw four men place duffle bags in a car and then scatter at the sight of the officers. </P> "	"nyt_eng_199603.gz"
