"pronoun"	"verb"	"context"	"filename"
"28913"	"he"	"threatened"	" Thus Chirac had to phrase his call carefully. France could not save Sarajevo or Gorazde all by itself, he said; it would need help from British soldiers, and U.S. transport helicopters and aircraft. If Britain and the United States did not go along, he threatened, then France would call for withdrawal of the entire 39,000-strong United Nations peacekeeping force. </P> "	"nyt_eng_199507.gz"
"36158"	"they"	"threatened"	" Republican leaders on Tuesday demanded that President Clinton stop playing politics and negotiate seriously on the budget. If he did not, they threatened, they would pass their own bills and let him take the blame if he vetoed them and the government shut down. </P> "	"nyt_eng_199510.gz"
"48311"	"they"	"threatened"	" Unless they are allowed to continue running their lucrative gambling halls, they threatened, New Mexicans might wake up one morning to a nightmarish gridlock: highways crossing Indian land would be closed, including New Mexico's two interstates. </P> "	"nyt_eng_199602.gz"
"48451"	"they"	"threatened"	" Unless they are allowed to continue running their lucrative gambling halls, they threatened, New Mexicans might wake up one morning to a nightmarish gridlock: highways crossing Indian land would be closed, including New Mexico's two interstates. </P> "	"nyt_eng_199602.gz"
"48454"	"they"	"threatened"	" Unless they are allowed to continue running their lucrative gambling halls, they threatened, New Mexicans might wake up one morning to a nightmarish gridlock: highways crossing Indian land would be closed, including New Mexico's two interstates. </P> "	"nyt_eng_199602.gz"
"49914"	"he"	"threatened"	" But Alarcon's harshest words came in response to the announcement that the United States was placing further restrictions on the movements of Cuban diplomats in the United States. American diplomats here, he threatened, could be subjected to retribution if they continue their contacts with dissident groups. </P> </TEXT> </DOC> <DOC id=NYT_ENG_19960226.0682 type=story > <HEADLINE> US TO TIGHTEN CUBAN SANCTIONS IN SHOOT-DOWN AFTERMATH </HEADLINE> <DATELINE> WASHINGTON (BC-CUBA-RESPONSE-BOS) </DATELINE> <TEXT> "	"nyt_eng_199602.gz"
"58179"	"she"	"threatened"	" No changes to the party platform, she threatened, or religious conservatives are outta here. </P> "	"nyt_eng_199605.gz"
"58181"	"she"	"threatened"	" No changes to the party platform, she threatened, or religious conservatives are outta here. </P> "	"nyt_eng_199605.gz"
"58287"	"she"	"threatened"	" No changes to the party platform, she threatened, or religious conservatives are outta here. </P> "	"nyt_eng_199605.gz"
"58289"	"she"	"threatened"	" No changes to the party platform, she threatened, or religious conservatives are outta here. </P> "	"nyt_eng_199605.gz"
"127893"	"they"	"threatened"	" Protest leaders reiterated demands that Chavez either resign or agree to early elections. Unless he does one or the other, they threatened, he will face a nationwide general strike on Oct. 21. The last such strike led to a week of chaos that brought about his temporary ouster. </P> "	"nyt_eng_200210.gz"
"151260"	"he"	"threatened"	" Spitzer was immediately notified, and he became enraged. AIG, he threatened, now faced possible indictment for obstruction of justice. Lawyers for Paul, Weiss and Simpson Thacher spoke with Spitzer, and hammered out an agreement: No indictment would be brought and the documents would be secured. A team of security officials was sent to Bermuda on Easter Sunday, and the building was locked down. </P> "	"nyt_eng_200504.gz"
"151263"	"he"	"threatened"	" Spitzer was immediately notified, and he became enraged. AIG, he threatened, now faced possible indictment for obstruction of justice. Lawyers for Paul, Weiss and Simpson Thacher spoke with Spitzer, and hammered out an agreement: No indictment would be brought and the documents would be secured. A team of security officials was sent to Bermuda on Easter Sunday, and the building was locked down. </P> "	"nyt_eng_200504.gz"
