"pronoun"	"verb"	"context"	"filename"
"280"	"he"	"adds"	" And, he adds, nobody's predictions and estimates carry more weight than Ms. Frank's. </P> "	"nyt_eng_199407.gz"
"289"	"he"	"adds"	" A. ``Groundcover is one of the dullest words in the gardener's vocabulary,'' writes Allen Lacy in his recent ``Gardening With Groundcovers and Vines'' (HarperCollins, $35). That is, he adds, for those who think of such a plant only as a filler where weeds or dirt would otherwise prevail. </P> "	"nyt_eng_199407.gz"
"769"	"she"	"adds"	" Ali P. Crown says she remembers hanging up the phone after learning of her mother's fatal heart attack and thinking, ``I'm 38 years old and an orphan.'' Saying she knows that might sound ludicrous, she adds, ``I know when you think of orphans you think of little children, but my father died when I was 22, now I had no mother and suddenly I felt like a helpless child.'' </P> "	"nyt_eng_199407.gz"
"834"	"he"	"adds"	" ``I watched this gorgeous spectacle and thought `I'm sunk, nothing could be as good as this,' '' Buckley says. The satirist's occupational hazard, he adds, is that ``you're constantly being mugged by the front page.'' </P> "	"nyt_eng_199407.gz"
"892"	"he"	"adds"	" Frankly, he adds, if he must leave a Palestinian zone one day, it is only fair that the Arab minority in Israel should also move out. The problem, he admits, is that he has not figured out how to bring that about. </P> "	"nyt_eng_199407.gz"
"973"	"he"	"adds"	" Frankly, he adds, if he must leave a Palestinian zone one day, it is only fair that the Arab minority in Israel should also move out. The problem, he admits, is that he has not figured out how to bring that about. </P> "	"nyt_eng_199407.gz"
"1385"	"he"	"adds"	" ``Given the lack of energy and capital that Panasonic put into this product, it's remarkable how seriously the retail channel takes it,'' said Roger McNamee, a venture capitalist with Integral Capital Partners in Menlo Park, Calif. However, he adds, ``It's unfortunate the machine doesn't go into a Toys R Us.'' </P> "	"nyt_eng_199407.gz"
"1693"	"he"	"adds"	" That speaker also offers ``complete instructions plus legal loopholes to keep practitioners unmolested by the FDA while curing themselves and others. Subjects test HIV negative (P-24) within three weeks.'' He has nothing for sale, he adds, indicating a certain amount of healthy skepticism toward his colleagues on the lecture platform. </P> "	"nyt_eng_199407.gz"
"1895"	"he"	"adds"	" That speaker also offers ``complete instructions plus legal loopholes to keep practitioners unmolested by the FDA while curing themselves and others. Subjects test HIV negative (P-24) within three weeks.'' He has nothing for sale, he adds, indicating a certain amount of healthy skepticism toward his colleagues on the lecture platform. </P> "	"nyt_eng_199408.gz"
"1947"	"he"	"adds"	" His conclusion: ``I'm convinced it would have a dramatic effect on cancer and heart disease,'' Bronson says. But, he adds, ``these are SKINNY mice.'' </P> "	"nyt_eng_199408.gz"
"1952"	"she"	"adds"	" ``Yes, I move in with the Walshes,'' Ms. Thiessen said. At first, she adds, Valerie is somewhat disgusted by the fast-lane excesses she's exposed to. ``But inside, she really wants to be here and be like everybody else. Meaning, probably, like Brenda.'' </P> "	"nyt_eng_199408.gz"
